Company,TypeName,Inches,Ram,OS,Weight,Price_euros,Screen,ScreenW,ScreenH,Touchscreen,IPSpanel,RetinaDisplay,CPU_company,CPU_freq,PrimaryStorage,SecondaryStorage,PrimaryStorageType,SecondaryStorageType,GPU_company
Dell,Workstation,15.6,8,Windows 10,2.23,1369.0,Full HD,1920,1080,No,No,No,Intel,2.6,500,0,HDD,No,AMD
Dell,Workstation,15.6,8,Windows 10,2.0,2135.0,Full HD,1920,1080,No,Yes,No,Intel,2.7,256,0,SSD,No,Nvidia
Lenovo,2 in 1 Convertible,14.0,16,Windows 10,1.42,2509.0,Standard,2560,1440,Yes,No,No,Intel,2.7,512,0,SSD,No,Intel
Asus,Gaming,17.3,8,Windows 10,3.0,1039.0,Full HD,1920,1080,No,No,No,Intel,2.8,1024,0,HDD,No,Nvidia
Asus,Gaming,17.3,16,Windows 10,3.0,1591.0,Full HD,1920,1080,No,No,No,Intel,2.8,256,1024,SSD,HDD,Nvidia
Acer,Notebook,15.6,12,Windows 10,2.2,693.99,Standard,1366,768,No,Yes,No,Intel,1.6,1024,0,HDD,No,Nvidia
MSI,Gaming,17.3,8,Windows 10,2.7,1349.0,Full HD,1920,1080,No,No,No,Intel,2.8,256,0,SSD,No,Nvidia
Dell,Notebook,15.6,8,Linux,2.33,778.87,Full HD,1920,1080,No,No,No,Intel,2.7,256,0,SSD,No,AMD
HP,Ultrabook,15.6,4,Windows 10,1.91,499.0,Full HD,1920,1080,No,No,No,AMD,3.0,256,0,SSD,No,AMD
Lenovo,Notebook,15.6,8,Windows 10,2.1,1229.56,Full HD,1920,1080,No,Yes,No,Intel,1.8,256,0,SSD,No,AMD
Lenovo,Notebook,14.0,8,Windows 10,1.9,938.0,Full HD,1920,1080,No,Yes,No,Intel,2.5,256,0,SSD,No,Intel
Dell,Workstation,15.6,8,Windows 10,1.78,2712.0,4K Ultra HD,3840,2160,Yes,No,No,Intel,2.8,256,0,SSD,No,Nvidia
Lenovo,Ultrabook,14.0,16,Windows 10,1.13,2625.0,Standard,2560,1440,No,Yes,No,Intel,2.7,1024,0,SSD,No,Intel
Lenovo,Notebook,15.6,4,Windows 10,2.2,306.0,Standard,1366,768,No,No,No,Intel,1.1,1024,0,HDD,No,Intel
Asus,Gaming,17.3,16,Windows 10,2.9,1529.0,Full HD,1920,1080,No,No,No,Intel,2.8,256,1024,SSD,HDD,Nvidia
Lenovo,Notebook,15.6,8,Windows 10,2.1,1144.5,Full HD,1920,1080,No,Yes,No,Intel,1.6,256,1024,SSD,HDD,AMD
Acer,Notebook,15.6,8,Linux,2.5,879.0,Full HD,1920,1080,No,No,No,Intel,2.8,256,0,SSD,No,Nvidia
MSI,Gaming,17.3,16,Windows 10,2.8,2249.0,Full HD,1920,1080,No,No,No,Intel,2.8,256,1024,SSD,HDD,Nvidia
Asus,Ultrabook,14.0,8,Windows 10,1.1,1873.0,Full HD,1920,1080,No,No,No,Intel,2.7,512,0,SSD,No,Intel
Toshiba,Ultrabook,13.3,16,Windows 10,1.2,1747.0,Full HD,1920,1080,No,No,No,Intel,2.5,512,0,SSD,No,Intel
Dell,Ultrabook,14.0,8,Windows 10,1.36,1680.0,Full HD,1920,1080,No,No,No,Intel,2.8,512,0,SSD,No,Intel
Lenovo,Notebook,15.6,4,Windows 10,2.2,409.0,Full HD,1920,1080,No,No,No,Intel,2.0,500,0,HDD,No,Intel
Lenovo,Notebook,11.6,2,Windows 10,1.15,304.45,Standard,1366,768,No,No,No,Intel,1.1,32,0,Flash Storage,No,Intel
Lenovo,Workstation,15.6,8,Windows 10,2.67,1925.0,Full HD,1920,1080,No,No,No,Intel,2.8,512,0,SSD,No,Nvidia
Lenovo,Ultrabook,14.0,8,Windows 10,1.7,1943.0,Full HD,2560,1440,No,Yes,No,Intel,2.8,512,0,SSD,No,Nvidia
HP,Notebook,15.6,4,Windows 10,2.1,469.0,Full HD,1920,1080,No,No,No,Intel,2.0,1024,0,HDD,No,AMD
Acer,2 in 1 Convertible,13.3,8,Windows 10,1.6,789.01,Full HD,1920,1080,Yes,Yes,No,Intel,2.5,256,0,SSD,No,Intel
Asus,2 in 1 Convertible,13.3,8,Windows 10,1.27,928.0,Full HD,1920,1080,Yes,Yes,No,Intel,2.5,256,0,SSD,No,Intel
Dell,Notebook,15.6,4,Linux,2.3,598.9,Full HD,1920,1080,No,No,No,Intel,2.5,256,0,SSD,No,AMD
Dell,Notebook,13.3,4,Windows 10,1.65,689.0,Standard,1366,768,No,No,No,Intel,2.0,128,0,SSD,No,Intel
HP,Ultrabook,14.0,8,Windows 10,1.43,1500.0,Full HD,1920,1080,No,No,No,Intel,2.5,256,0,SSD,No,Intel
Dell,Notebook,15.6,8,Windows 10,2.14,539.95,Standard,1366,768,No,No,No,Intel,2.5,1024,0,HDD,No,Intel
Lenovo,Ultrabook,14.0,8,Windows 10,1.75,1215.38,Full HD,1920,1080,No,Yes,No,Intel,1.8,256,0,SSD,No,AMD
Lenovo,2 in 1 Convertible,15.6,16,Windows 10,2.0,1899.0,4K Ultra HD,3840,2160,Yes,Yes,No,Intel,2.8,512,0,SSD,No,Nvidia
Chuwi,Notebook,12.3,6,Windows 10,1.4,449.0,Standard,2736,1824,No,Yes,Yes,Intel,1.1,64,0,Flash Storage,No,Intel
HP,Notebook,15.6,8,Windows 10,2.31,1427.0,Full HD,1920,1080,No,No,No,Intel,2.9,256,0,SSD,No,Intel
Asus,Notebook,15.6,8,Linux,2.3,597.0,Full HD,1920,1080,No,No,No,Intel,2.4,1024,0,HDD,No,Nvidia
Dell,Gaming,17.3,16,Windows 10,4.42,2799.0,Standard,2560,1440,No,Yes,No,Intel,2.9,256,1024,SSD,HDD,Nvidia
Dell,Gaming,15.6,8,Windows 10,2.62,1159.0,Full HD,1920,1080,No,Yes,No,Intel,2.8,128,1024,SSD,HDD,Nvidia
Dell,Notebook,15.6,8,Windows 10,2.02,1142.4,Full HD,1920,1080,No,No,No,Intel,1.8,256,2048,SSD,HDD,AMD
Dell,Ultrabook,14.0,8,Linux,1.6,1099.0,Full HD,1920,1080,No,No,No,Intel,2.8,256,0,SSD,No,Intel
HP,Gaming,17.3,12,Windows 10,3.35,1999.0,Full HD,1920,1080,No,No,No,Intel,2.8,256,1024,SSD,HDD,Nvidia
Mediacom,2 in 1 Convertible,11.6,4,Windows 10,1.16,299.0,Full HD,1920,1080,Yes,Yes,No,Intel,1.1,32,0,SSD,No,Intel
Samsung,Netbook,11.6,4,Chrome OS,1.15,269.0,Standard,1366,768,No,No,No,Intel,1.6,16,0,Flash Storage,No,Intel
Lenovo,Notebook,13.3,8,Windows 10,1.4,1010.0,Full HD,1920,1080,No,Yes,No,Intel,2.7,256,0,SSD,No,Intel
Lenovo,Notebook,14.0,4,Windows 10,1.7,599.0,Full HD,1920,1080,No,Yes,No,Intel,2.7,128,0,SSD,No,Intel
Lenovo,Workstation,15.6,16,Windows 10,2.3,2445.0,4K Ultra HD,3840,2160,No,Yes,No,Intel,2.8,512,0,SSD,No,Nvidia
Lenovo,Notebook,15.6,16,Windows 10,2.5,2449.0,Full HD,1920,1080,No,No,No,Intel,2.9,512,0,SSD,No,Nvidia
Asus,Gaming,17.3,8,Windows 10,3.2,1695.0,Full HD,1920,1080,No,No,No,AMD,3.2,256,1024,SSD,HDD,AMD
HP,Notebook,15.6,4,Windows 10,2.1,347.0,Standard,1366,768,No,No,No,Intel,1.6,500,0,HDD,No,Intel
Google,Ultrabook,12.3,16,Chrome OS,1.1,2199.0,Standard,2400,1600,Yes,No,No,Intel,1.3,512,0,SSD,No,Intel
Lenovo,Ultrabook,14.0,24,Windows 10,1.32,2382.0,Standard,2560,1440,No,No,No,Intel,2.7,512,0,SSD,No,Intel
Asus,Notebook,15.6,4,Linux,2.0,559.0,Full HD,1920,1080,No,No,No,Intel,2.5,256,0,SSD,No,Intel
Lenovo,Notebook,17.3,8,Windows 10,2.8,519.0,Standard,1600,900,No,No,No,AMD,2.5,1024,0,HDD,No,AMD
Dell,Notebook,15.6,4,Windows 10,2.2,749.0,Full HD,1920,1080,No,No,No,Intel,1.6,256,0,SSD,No,AMD
Lenovo,Ultrabook,12.5,8,Windows 10,1.36,1429.0,Full HD,1920,1080,No,Yes,No,Intel,2.5,256,0,SSD,No,Intel
Lenovo,Notebook,15.6,4,Windows 10,2.2,349.0,Full HD,1920,1080,No,No,No,Intel,1.1,128,0,SSD,No,Intel
HP,Gaming,15.6,8,Windows 10,2.2,1099.0,Full HD,1920,1080,No,Yes,No,Intel,2.8,128,1024,SSD,HDD,Nvidia
Dell,Notebook,14.0,8,Windows 10,1.64,1179.0,Full HD,1920,1080,No,No,No,Intel,2.8,256,0,SSD,No,Nvidia
Acer,Notebook,15.6,4,Linux,2.4,441.8,Standard,1366,768,No,No,No,Intel,2.5,500,0,HDD,No,Intel
Dell,Workstation,15.6,8,Windows 10,2.23,1993.0,Full HD,1920,1080,No,No,No,Intel,3.0,64,1024,Flash Storage,HDD,Nvidia
MSI,Gaming,15.6,8,Windows 10,2.2,1027.74,Full HD,1920,1080,No,No,No,Intel,2.5,256,0,SSD,No,Nvidia
Microsoft,Ultrabook,13.5,16,Windows 10 S,1.25,2589.0,Standard,2256,1504,Yes,No,No,Intel,2.5,512,0,SSD,No,Intel
HP,Notebook,15.6,8,Windows 10,1.91,589.0,Standard,1366,768,No,No,No,Intel,2.5,128,0,SSD,No,Intel
Dell,Workstation,15.6,16,Windows 10,2.17,1975.0,Full HD,1920,1080,No,Yes,No,Intel,2.7,256,0,SSD,No,Nvidia
HP,Workstation,15.6,8,Windows 10,2.31,1534.0,Full HD,1920,1080,No,Yes,No,Intel,2.9,512,0,SSD,No,Intel
Lenovo,Notebook,14.0,8,Windows 10,1.65,1345.0,Full HD,1920,1080,No,No,No,Intel,2.5,256,0,SSD,No,Intel
Dell,Notebook,15.6,8,Windows 10,2.36,979.0,Full HD,1920,1080,No,No,No,Intel,1.8,128,1024,SSD,HDD,AMD
Dell,2 in 1 Convertible,11.6,4,Windows 10,1.47,479.0,Standard,1366,768,Yes,No,No,Intel,1.6,500,0,HDD,No,Intel
Dell,Notebook,17.3,8,Windows 10,4.42,2046.0,Full HD,1920,1080,No,Yes,No,Intel,2.7,1024,0,HDD,No,Nvidia
Microsoft,Ultrabook,13.5,4,Windows 10 S,1.252,989.0,Standard,2256,1504,Yes,No,No,Intel,2.2,128,0,SSD,No,Intel
Microsoft,Ultrabook,13.5,8,Windows 10 S,1.25,1799.0,Standard,2256,1504,Yes,No,No,Intel,2.5,256,0,SSD,No,Intel
HP,Notebook,17.3,8,Windows 10,2.5,639.9,Standard,1600,900,No,No,No,Intel,2.0,256,0,SSD,No,Intel
Acer,Notebook,15.6,4,Windows 10,2.23,544.0,Full HD,1920,1080,No,No,No,Intel,2.0,1024,0,HDD,No,Nvidia
Acer,Netbook,11.6,4,Windows 10,1.4,435.0,Standard,1366,768,No,No,No,Intel,1.6,128,0,SSD,No,Intel
Asus,Notebook,15.6,8,Windows 10,2.37,749.0,Full HD,1920,1080,No,No,No,Intel,2.5,1024,0,HDD,No,Intel
Lenovo,Notebook,14.0,8,No OS,1.5,799.0,Full HD,1920,1080,No,Yes,No,Intel,2.7,512,0,SSD,No,AMD
Lenovo,Notebook,15.6,8,Windows 10,2.67,2090.0,Full HD,1920,1080,No,No,No,Intel,2.9,256,0,SSD,No,Nvidia
Asus,Notebook,15.6,4,Windows 10,2.0,304.0,Standard,1366,768,No,No,No,Intel,1.1,500,0,HDD,No,Intel
Acer,Notebook,15.6,4,Windows 10,2.2,469.0,Standard,1366,768,No,No,No,Intel,2.0,500,0,HDD,No,Nvidia
Dell,Notebook,15.6,8,Windows 10,2.02,759.0,Full HD,1920,1080,No,No,No,Intel,1.6,2048,0,HDD,No,AMD
HP,Gaming,17.3,12,Windows 10,3.78,1699.0,Full HD,1920,1080,No,Yes,No,Intel,2.8,1024,0,HDD,No,Nvidia
Lenovo,Ultrabook,14.0,12,Windows 10,1.4,1858.0,Quad HD+,2560,1440,No,Yes,No,Intel,2.6,256,0,SSD,No,Intel
HP,2 in 1 Convertible,13.3,8,Windows 10,1.29,1999.0,4K Ultra HD,3840,2160,Yes,Yes,No,Intel,1.8,512,0,SSD,No,Intel
HP,Notebook,15.6,8,Windows 10,1.9,1154.0,Full HD,1920,1080,No,No,No,Intel,2.5,500,0,HDD,No,AMD
Google,Ultrabook,12.3,8,Chrome OS,1.1,1275.0,Standard,2400,1600,Yes,No,No,Intel,1.2,128,0,SSD,No,Intel
Dell,Ultrabook,13.3,8,Windows 10,1.42,1841.85,Full HD,1920,1080,Yes,No,No,Intel,1.6,256,0,SSD,No,Intel
Asus,Notebook,15.6,12,Windows 10,2.06,1299.0,4K Ultra HD,3840,2160,No,Yes,No,Intel,2.6,128,1024,SSD,HDD,Intel
Dell,Notebook,14.0,8,Windows 10,1.79,740.0,Standard,1366,768,No,No,No,Intel,2.3,128,0,SSD,No,Intel
Dell,Workstation,15.6,8,Windows 10,1.78,2408.0,Full HD,1920,1080,No,No,No,Intel,2.8,256,0,SSD,No,Nvidia
Lenovo,Notebook,14.0,8,Windows 10,1.7,1364.0,Full HD,1920,1080,No,No,No,Intel,2.5,180,0,SSD,No,Intel
Dell,Notebook,15.6,8,Windows 10,2.2,675.0,Full HD,1920,1080,No,No,No,Intel,1.6,1024,0,HDD,No,AMD
Toshiba,Notebook,13.3,8,Windows 10,1.05,1672.0,Full HD,1920,1080,No,Yes,No,Intel,2.5,256,0,SSD,No,Intel
Dell,Notebook,15.6,8,Windows 10,2.16,1262.0,Full HD,1920,1080,No,Yes,No,Intel,1.8,512,0,SSD,No,Nvidia
Dell,Notebook,15.6,4,Windows 10,2.18,586.6,Standard,1366,768,No,No,No,Intel,2.4,1024,0,HDD,No,Intel
HP,Notebook,13.3,4,Windows 10,1.49,726.0,Full HD,1920,1080,No,Yes,No,Intel,1.6,128,0,SSD,No,Intel
Chuwi,Notebook,15.6,4,Windows 10,1.89,248.9,Full HD,1920,1080,No,No,No,Intel,1.44,64,0,Flash Storage,No,Intel
Lenovo,Notebook,15.6,4,Windows 10,2.3,565.0,Standard,1366,768,No,No,No,Intel,2.0,128,0,SSD,No,Intel
Lenovo,Notebook,14.0,8,Windows 10,1.75,1049.0,Full HD,1920,1080,No,Yes,No,Intel,1.6,256,0,SSD,No,Intel
Dell,Workstation,15.6,16,Windows 10,2.17,2338.0,Full HD,1920,1080,No,Yes,No,Intel,2.7,512,0,SSD,No,Nvidia
Dell,Notebook,15.6,16,Windows 10,2.06,1899.0,Full HD,1920,1080,No,No,No,Intel,2.8,512,0,SSD,No,Nvidia
Lenovo,Ultrabook,12.5,16,Windows 10,1.36,1798.0,Full HD,1920,1080,No,Yes,No,Intel,2.7,512,0,SSD,No,Intel
Asus,Ultrabook,12.5,16,Windows 10,0.91,1950.0,Full HD,1920,1080,No,No,No,Intel,2.7,512,0,SSD,No,Intel
Lenovo,Notebook,15.6,8,Windows 10,2.3,1011.99,Full HD,1920,1080,No,Yes,No,Intel,2.5,256,0,SSD,No,Nvidia
Toshiba,Ultrabook,13.3,32,Windows 10,1.05,2799.0,Full HD,1920,1080,Yes,No,No,Intel,2.7,512,0,SSD,No,Intel
Asus,Gaming,15.6,8,Windows 10,1.99,1350.0,Full HD,1920,1080,No,No,No,Intel,2.8,128,1024,SSD,HDD,Nvidia
Acer,Notebook,15.6,8,Windows 10,2.2,579.0,Standard,1366,768,No,No,No,AMD,2.5,1024,0,HDD,No,AMD
Asus,Gaming,17.3,24,Windows 10,4.33,1269.0,Full HD,1920,1080,Yes,Yes,No,Intel,2.6,256,1024,SSD,HDD,Nvidia
Lenovo,Ultrabook,12.5,8,Windows 10,1.3,1099.0,Standard,1366,768,No,Yes,No,Intel,2.3,180,0,SSD,No,Intel
Lenovo,Notebook,15.6,8,Windows 10,2.17,898.9,Full HD,1920,1080,No,No,No,Intel,1.8,256,0,SSD,No,Intel
HP,Notebook,14.0,8,Windows 10,1.48,1749.0,Full HD,1920,1080,No,No,No,Intel,2.8,1024,0,SSD,No,Intel
Lenovo,Notebook,13.3,8,Windows 10,1.4,949.0,Full HD,1920,1080,No,Yes,No,Intel,2.4,256,0,SSD,No,Intel
Lenovo,Notebook,15.6,8,Windows 10,2.3,911.0,Full HD,1920,1080,No,Yes,No,Intel,2.5,256,0,SSD,No,Intel
Asus,Netbook,11.6,4,Windows 10 S,1.2,340.0,Standard,1366,768,No,No,No,Intel,1.1,64,0,Flash Storage,No,Intel
HP,Notebook,15.6,8,Windows 10,1.91,618.99,Standard,1366,768,No,No,No,Intel,2.5,256,0,SSD,No,AMD
Lenovo,2 in 1 Convertible,13.9,8,Windows 10,1.4,1599.0,Full HD,1920,1080,Yes,Yes,No,Intel,1.6,256,0,SSD,No,Intel
Lenovo,Notebook,14.0,4,Windows 10,2.1,299.0,Standard,1366,768,No,No,No,Intel,1.1,500,0,HDD,No,Intel
Lenovo,Netbook,11.6,4,Chrome OS,1.25,265.0,Standard,1366,768,No,No,No,Intel,1.6,16,0,SSD,No,Intel
Lenovo,Notebook,13.3,8,Windows 10,1.44,949.0,Full HD,1920,1080,No,No,No,Intel,2.5,256,0,SSD,No,Intel
Asus,Notebook,15.6,8,Windows 10,2.0,1224.0,Full HD,1920,1080,No,No,No,Intel,2.7,256,1024,SSD,HDD,Intel
Acer,Notebook,15.6,4,Windows 10,2.2,613.0,Full HD,1920,1080,No,Yes,No,Intel,1.6,1024,0,HDD,No,Nvidia
HP,Ultrabook,13.3,8,Windows 10,1.34,1323.0,Full HD,1920,1080,No,Yes,No,Intel,2.7,512,0,SSD,No,Intel
Lenovo,Gaming,15.6,8,No OS,2.4,1149.0,Full HD,1920,1080,No,Yes,No,Intel,2.8,256,1024,SSD,HDD,Nvidia
Dell,Ultrabook,13.3,8,Windows 10,1.29,899.0,Full HD,1920,1080,Yes,Yes,No,Intel,2.5,128,0,SSD,No,Intel
Acer,Notebook,15.6,4,Windows 10,2.2,639.0,Full HD,1920,1080,No,No,No,Intel,2.7,500,0,HDD,No,Nvidia
Dell,Notebook,15.6,8,Windows 10,2.18,836.0,Full HD,1920,1080,No,No,No,Intel,2.5,1024,0,HDD,No,Intel
Dell,Notebook,15.6,16,Windows 10,2.2,1219.24,Full HD,1920,1080,No,No,No,Intel,1.8,256,2048,SSD,HDD,AMD
Xiaomi,Notebook,15.6,16,No OS,1.95,1399.95,Full HD,1920,1080,No,Yes,No,Intel,1.8,256,0,SSD,No,Nvidia
Asus,Netbook,11.6,2,Windows 10,1.1,245.0,Standard,1366,768,No,No,No,Intel,1.1,32,0,Flash Storage,No,Intel
HP,Notebook,15.6,4,Windows 10,2.04,521.47,Standard,1366,768,Yes,No,No,Intel,1.6,1024,0,HDD,No,Intel
Asus,Gaming,15.6,24,Windows 10,2.24,2968.0,Full HD,1920,1080,No,No,No,Intel,2.8,512,0,SSD,No,Nvidia
HP,Notebook,15.6,8,Windows 10,2.04,889.0,Full HD,1920,1080,No,No,No,Intel,2.5,256,0,SSD,No,Nvidia
Asus,Gaming,17.3,16,Windows 10,3.0,1504.0,Full HD,1920,1080,No,No,No,Intel,2.8,256,1024,SSD,HDD,Nvidia
Lenovo,Gaming,15.6,8,Windows 10,3.2,1399.0,Full HD,1920,1080,No,Yes,No,Intel,2.8,256,1024,SSD,HDD,Nvidia
HP,Ultrabook,13.3,8,Windows 10,1.32,1399.0,Full HD,1920,1080,No,Yes,No,Intel,2.7,256,0,SSD,No,Intel
Dell,Notebook,14.0,8,Windows 10,1.64,1279.73,Full HD,1920,1080,No,No,No,Intel,2.6,256,0,SSD,No,Intel
HP,Notebook,15.6,4,Windows 10,1.63,689.0,Standard,1366,768,No,No,No,Intel,2.0,128,0,SSD,No,Intel
Dell,Notebook,17.3,8,Linux,2.8,889.0,Full HD,1920,1080,No,Yes,No,Intel,1.6,128,1024,SSD,HDD,AMD
Lenovo,Notebook,14.0,8,Windows 7,2.02,1340.0,Full HD,1920,1080,No,No,No,Intel,2.3,256,0,SSD,No,Intel
Lenovo,Notebook,15.6,4,Windows 10,2.2,799.0,Full HD,1920,1080,No,No,No,Intel,2.7,1024,0,HDD,No,Nvidia
Lenovo,Notebook,15.6,8,No OS,2.2,459.0,Standard,1366,768,No,No,No,Intel,2.0,2048,0,HDD,No,Nvidia
Dell,Notebook,15.6,4,Windows 10,2.3,585.0,Full HD,1920,1080,No,No,No,Intel,2.5,500,0,HDD,No,AMD
Dell,Notebook,15.6,8,Windows 10,1.9,1377.0,Full HD,1920,1080,No,No,No,Intel,2.8,256,0,SSD,No,Intel
Dell,Gaming,17.3,16,Windows 10,4.42,3012.77,Full HD,1920,1080,No,Yes,No,Intel,2.8,128,1024,SSD,HDD,Nvidia
Toshiba,Notebook,15.6,8,Windows 10,2.0,860.0,Full HD,1920,1080,No,Yes,No,Intel,2.5,500,0,HDD,No,Intel
Asus,Notebook,15.6,8,Windows 10,2.0,1299.0,4K Ultra HD,3840,2160,No,Yes,No,Intel,2.7,256,1024,SSD,HDD,Nvidia
Mediacom,Notebook,13.3,4,Windows 10,1.2,369.0,Full HD,1920,1080,No,Yes,No,Intel,1.1,32,0,SSD,No,Intel
Asus,Gaming,15.6,8,Windows 10,2.3,1649.0,Full HD,1920,1080,No,Yes,No,Intel,2.5,128,1024,SSD,HDD,Nvidia
Dell,Notebook,15.6,8,Windows 10,1.93,1369.0,Full HD,1920,1080,No,No,No,Intel,2.8,256,0,SSD,No,Nvidia
Dell,Notebook,15.6,8,Windows 10,2.2,797.41,Full HD,1920,1080,No,No,No,Intel,1.6,256,0,SSD,No,AMD
HP,Notebook,15.6,4,Windows 10,1.86,398.99,Full HD,1920,1080,No,No,No,Intel,1.6,256,0,SSD,No,Intel
HP,Gaming,17.3,12,Windows 10,2.62,1799.0,Full HD,1920,1080,No,No,No,Intel,2.8,1024,0,HDD,No,Nvidia
Lenovo,Notebook,14.0,8,Windows 10,1.87,859.0,Full HD,1920,1080,No,Yes,No,Intel,2.7,256,0,SSD,No,Nvidia
Dell,Ultrabook,13.3,8,Windows 10,1.2,1399.0,Quad HD+,3200,1800,Yes,No,No,Intel,1.8,256,0,SSD,No,Intel
Dell,Notebook,14.0,4,Windows 10,1.6,735.87,Full HD,1920,1080,No,No,No,Intel,2.0,128,0,SSD,No,Intel
HP,Ultrabook,13.3,8,Windows 10,1.34,1145.0,Quad HD+,3200,1800,No,Yes,No,Intel,2.7,256,0,SSD,No,Intel
Acer,Gaming,15.6,8,Linux,2.4,798.0,Full HD,1920,1080,No,No,No,Intel,2.5,1024,0,HDD,No,Nvidia
Asus,Notebook,15.6,4,Windows 10,2.0,349.0,Standard,1366,768,No,No,No,AMD,1.8,500,0,HDD,No,AMD
HP,Notebook,15.6,4,Windows 10,2.1,705.5,Full HD,1920,1080,No,No,No,Intel,2.4,128,0,SSD,No,Intel
Lenovo,Notebook,14.0,4,Windows 10,1.87,785.0,Full HD,1920,1080,No,No,No,Intel,2.5,500,0,HDD,No,Intel
Lenovo,Notebook,15.6,4,No OS,2.15,462.35,Full HD,1920,1080,No,No,No,Intel,2.3,1024,0,HDD,No,Intel
HP,Notebook,15.6,4,Windows 10,1.86,397.0,Full HD,1920,1080,No,No,No,Intel,2.0,500,0,HDD,No,Intel
Lenovo,Notebook,15.6,8,Windows 10,1.99,1729.0,Full HD,1920,1080,No,Yes,No,Intel,2.7,512,0,SSD,No,Intel
Lenovo,Notebook,15.6,4,Windows 10,2.2,499.0,Full HD,1920,1080,No,No,No,Intel,2.0,128,0,SSD,No,Intel
Dell,Notebook,15.6,8,Windows 10,1.9,1116.99,Full HD,1920,1080,No,No,No,Intel,2.5,256,0,SSD,No,Intel
Dell,Gaming,17.3,16,Windows 10,4.42,2699.0,Full HD,1920,1080,No,Yes,No,Intel,2.8,256,1024,SSD,HDD,Nvidia
HP,Notebook,17.3,8,Windows 10,2.65,544.15,Standard,1600,900,No,No,No,Intel,2.0,1024,0,HDD,No,Intel
HP,Notebook,17.3,8,Windows 10,2.63,1280.0,Full HD,1920,1080,No,No,No,Intel,2.7,1024,0,HDD,No,Nvidia
Asus,Notebook,15.6,4,Linux,2.0,224.0,Standard,1366,768,No,No,No,Intel,1.1,500,0,HDD,No,Intel
Mediacom,Notebook,13.3,4,Windows 10,1.35,255.0,Full HD,1920,1080,No,Yes,No,Intel,1.44,32,0,Flash Storage,No,Intel
Lenovo,Notebook,17.3,6,Windows 10,2.8,949.0,Standard,1600,900,No,No,No,Intel,2.7,128,1024,SSD,HDD,Nvidia
HP,Notebook,15.6,6,Windows 10,1.91,568.9,Full HD,1920,1080,No,Yes,No,AMD,2.5,128,0,SSD,No,AMD
Dell,Notebook,15.6,4,Windows 10,2.18,617.9,Standard,1366,768,No,No,No,Intel,2.0,1024,0,HDD,No,AMD
Acer,2 in 1 Convertible,11.6,4,Windows 10,1.25,349.0,Full HD,1920,1080,Yes,Yes,No,Intel,2.0,32,0,Flash Storage,No,Intel
Lenovo,Notebook,15.6,4,Windows 10,2.05,630.0,Full HD,1920,1080,No,No,No,Intel,2.7,128,0,SSD,No,Intel
HP,Ultrabook,13.3,16,Windows 10,1.16,1965.0,Quad HD+,3200,1800,Yes,Yes,No,Intel,1.2,512,0,SSD,No,Intel
Lenovo,Notebook,17.3,8,Windows 10,3.4,2999.0,Full HD,1920,1080,No,Yes,No,Intel,2.8,256,0,SSD,No,Nvidia
Asus,Notebook,15.6,8,Windows 10,2.5,839.0,Full HD,1920,1080,No,No,No,Intel,2.5,128,1024,SSD,HDD,Nvidia
Dell,Ultrabook,13.3,8,Windows 10,1.21,1599.0,4K Ultra HD,3840,2160,Yes,Yes,No,Intel,1.6,128,0,SSD,No,Intel
Dell,Notebook,15.6,4,Windows 10,1.93,959.0,Standard,1366,768,No,No,No,Intel,2.6,500,0,HDD,No,Intel
Fujitsu,Notebook,15.6,8,Windows 10,2.2,739.0,Standard,1366,768,No,No,No,Intel,2.5,1024,0,HDD,No,Intel
Lenovo,Notebook,15.6,4,Windows 10,2.2,344.0,Full HD,1920,1080,No,No,No,Intel,1.1,500,0,HDD,No,Intel
Lenovo,Notebook,14.0,4,Windows 10,2.02,990.0,Standard,1366,768,No,No,No,Intel,2.5,500,0,HDD,No,Intel
HP,Workstation,17.3,8,Windows 10,3.14,1860.99,Standard,1600,900,No,No,No,Intel,2.8,500,0,HDD,No,Nvidia
HP,Notebook,14.0,8,Windows 10,1.94,389.0,Standard,1366,768,No,No,No,Intel,1.6,2048,0,HDD,No,Intel
HP,Notebook,15.6,6,Windows 10,1.95,649.0,Full HD,1920,1080,No,Yes,No,AMD,3.0,256,0,SSD,No,AMD
Lenovo,Notebook,15.6,8,Windows 10,2.3,830.0,Full HD,1920,1080,No,No,No,Intel,2.5,256,0,SSD,No,Intel
Lenovo,Notebook,15.6,4,Windows 10,2.05,685.0,Full HD,1920,1080,No,No,No,Intel,1.6,500,0,HDD,No,Intel
Mediacom,Notebook,14.0,4,Windows 10,1.4,249.0,Full HD,1920,1080,No,No,No,Intel,1.44,32,0,SSD,No,Intel
Toshiba,Ultrabook,14.0,16,Windows 10,1.24,1865.0,Full HD,1920,1080,Yes,No,No,Intel,2.7,512,0,SSD,No,Intel
Lenovo,Gaming,17.3,32,Windows 10,4.6,2663.0,Full HD,1920,1080,No,Yes,No,Intel,2.7,256,1024,SSD,HDD,Nvidia
MSI,Gaming,17.3,16,Windows 10,4.14,2729.0,Full HD,1920,1080,No,No,No,Intel,2.9,512,1024,SSD,HDD,Nvidia
Dell,Notebook,15.6,8,Linux,2.2,749.01,Full HD,1920,1080,No,No,No,Intel,2.7,256,0,SSD,No,AMD
